layout_number,scenario_number,season_number,seasonal_match,historical_match,big_fire,small_fire,fast_fire,slow_fire
0111,03568,,False,False,False,True,False,True
0111,00910,,False,False,True,False,False,True
0111,03339,,False,False,False,True,False,True
0111,00342,,False,False,False,True,False,True
0111,02886,,False,False,True,False,False,True
0111,03567,,False,False,False,True,False,True
0111,03338,,False,False,False,True,False,True
0111,01525,,False,False,True,False,False,True
0111,02991,,False,False,True,False,False,True
0111,01728,,False,False,False,True,False,True
0111,02159,,False,False,True,False,False,True
0111,02505,,False,False,True,False,False,True
0111,01710,,False,False,True,False,False,True
0111,03275,,False,False,True,False,False,True
0111,01945,,False,False,True,False,False,True
0111,02157,,False,False,True,False,False,True
0111,01123,,False,False,True,False,False,True
0111,01124,,False,False,True,False,False,True
0111,00830,,False,False,False,True,False,True
0111,01756,,False,False,True,False,False,True
0111,00473,,False,False,True,False,False,True
0111,00878,,False,False,True,False,False,True
0111,00876,,False,False,True,False,False,True
0111,01153,,False,False,True,False,False,True
0111,01968,,False,False,True,False,False,True
0111,01154,,False,False,True,False,False,True
0111,03055,,False,False,True,False,False,True
0111,02542,,False,False,True,False,False,True
0111,01969,,False,False,False,True,False,True
0111,03054,,False,False,True,False,False,True
0111,00877,,False,False,True,False,False,True
0111,02181,,False,False,True,False,False,True
0111,02660,,False,False,True,False,False,True
0111,00766,,False,False,False,True,False,True
0111,03340,,False,False,False,True,False,True
0111,02408,,False,False,True,False,False,True
0111,02295,,False,False,False,True,False,True
0111,02268,,False,False,True,False,False,True
0111,01042,,False,False,False,True,False,True
0111,01284,,False,False,True,False,False,True
0111,03111,,False,False,False,True,False,True
0244,01508,,False,False,True,False,False,True
0244,00278,,False,False,True,False,False,True
0244,01198,,False,False,True,False,False,True
0244,03099,,False,False,True,False,False,True
0244,02180,,False,False,True,False,False,True
0244,01392,,False,False,True,False,False,True
0244,02341,,False,False,True,False,False,True
0244,00624,,False,False,True,False,False,True
0244,01702,,False,False,True,False,False,True
0244,02187,,False,False,True,False,False,True
0244,01539,,False,False,False,True,False,True
0244,00276,,False,False,True,False,False,True
0244,02713,,False,False,True,False,False,True
0244,01162,,False,False,True,False,False,True
0244,02383,,False,False,True,False,False,True
0244,00418,,False,False,True,False,False,True
0244,00840,,False,False,True,False,False,True
0244,02384,,False,False,True,False,False,True
0244,01165,,False,False,True,False,False,True
0244,00427,,False,False,True,False,False,True
0244,02370,,False,False,True,False,False,True
0244,01303,,False,False,True,False,False,True
0244,02586,,False,False,True,False,False,True
0244,02324,,False,False,True,False,False,True
0244,00641,,False,False,True,False,False,True
0244,01758,,False,False,True,False,False,True
0244,02915,,False,False,True,False,False,True
0244,00028,,False,False,True,False,False,True
0244,00010,,False,False,True,False,False,True
0244,01136,,False,False,True,False,False,True
0244,01760,,False,False,True,False,False,True
0244,01599,,False,False,True,False,False,True
0244,02912,,False,False,True,False,False,True
0244,00679,,False,False,False,True,False,True
0244,03008,,False,False,True,False,False,True
0244,02771,,False,False,False,True,False,True
0244,02543,,False,False,True,False,False,True
0244,00670,,False,False,True,False,False,True
0244,01590,,False,False,True,False,False,True
0244,01756,,False,False,True,False,False,True
0244,01100,,False,False,True,False,False,True
0244,02785,,False,False,True,False,False,True
0244,02924,,False,False,True,False,False,True
0244,00019,,False,False,True,False,False,True
0244,00825,,False,False,True,False,False,True
0244,02588,,False,False,True,False,False,True
0244,01903,,False,False,True,False,False,True
0244,01107,,False,False,True,False,False,True
0244,02782,,False,False,True,False,False,True
0244,03006,,False,False,True,False,False,True
0244,01751,,False,False,True,False,False,True
0244,00445,,False,False,True,False,False,True
0244,01597,,False,False,True,False,False,True
0244,00021,,False,False,True,False,False,True
0244,01904,,False,False,True,False,False,True
0244,00648,,False,False,True,False,False,True
0244,02923,,False,False,True,False,False,True
0244,02371,,False,False,True,False,False,True
0244,00614,,False,False,True,False,False,True
0244,01164,,False,False,True,False,False,True
0244,00846,,False,False,True,False,False,True
0244,01163,,False,False,True,False,False,True
0244,01351,,False,False,False,True,True,False
0244,02382,,False,False,True,False,False,True
0244,02971,,False,False,True,False,False,True
0244,02976,,False,False,True,False,False,True
0244,02982,,False,False,True,False,False,True
0244,02175,,False,False,True,False,False,True
0244,00074,,False,False,True,False,False,True
0244,02181,,False,False,True,False,False,True
0244,00444,,False,False,True,False,False,True
0244,03007,,False,False,True,False,False,True
0244,00682,,False,False,True,False,False,True
0244,00823,,False,False,True,False,False,True
0244,00649,,False,False,True,False,False,True
0244,03000,,False,False,True,False,False,True
0244,01101,,False,False,True,False,False,True
0244,02784,,False,False,True,False,False,True
0244,02126,,False,False,True,False,False,True
0244,01902,,False,False,True,False,False,True
0244,02574,,False,False,True,False,False,True
0244,01598,,False,False,True,False,False,True
0244,02573,,False,False,True,False,False,True
0244,00640,,False,False,True,False,False,True
0244,01302,,False,False,True,False,False,True
0244,02587,,False,False,True,False,False,True
0244,00029,,False,False,True,False,False,True
0244,01759,,False,False,True,False,False,True
0244,01089,,False,False,True,False,False,True
0244,00967,,False,False,True,False,False,True
0244,02268,,False,False,True,False,False,True
0244,00732,,False,False,True,False,False,True
0244,02257,,False,False,True,False,False,True
0244,01284,,False,False,True,False,False,True
0244,00538,,False,False,True,False,False,True
0244,02439,,False,False,True,False,False,True
0244,01248,,False,False,False,True,False,True
0244,02250,,False,False,True,False,False,True
0244,00507,,False,False,True,False,False,True
0244,00735,,False,False,True,False,False,True
0244,01613,,False,False,True,False,False,True
0244,00197,,False,False,True,False,False,True
0244,01045,,False,False,True,False,False,True
0244,02857,,False,False,True,False,False,True
0244,02259,,False,False,True,False,False,True
0244,02868,,False,False,True,False,False,True
0244,02430,,False,False,True,False,False,True
0244,01087,,False,False,True,False,False,True
0244,02602,,False,False,True,False,False,True
0244,01073,,False,False,True,False,False,True
0244,01625,,False,False,True,False,False,True
0244,01074,,False,False,True,False,False,True
0244,01444,,False,False,True,False,False,True
0244,01212,,False,False,True,False,False,True
0244,02463,,False,False,True,False,False,True
0244,02651,,False,False,True,False,False,True
0244,02007,,False,False,True,False,False,True
0244,01823,,False,False,True,False,False,True
0244,02804,,False,False,True,False,False,True
0244,00905,,False,False,True,False,False,True
0244,00565,,False,False,True,False,False,True
0244,02656,,False,False,True,False,False,True
0244,00101,,False,False,True,False,False,True
0244,02464,,False,False,True,False,False,True
0244,01443,,False,False,True,False,False,True
0244,00902,,False,False,True,False,False,True
0244,02669,,False,False,True,False,False,True
0244,02803,,False,False,True,False,False,True
0244,01824,,False,False,True,False,False,True
0244,02204,,False,False,True,False,False,True
0244,01678,,False,False,True,False,False,True
0244,01224,,False,False,True,False,False,True
0244,01016,,False,False,True,False,False,True
0244,00130,,False,False,True,False,False,True
0244,01029,,False,False,True,False,False,True
0244,02260,,False,False,True,False,False,True
0244,01247,,False,False,True,False,False,True
0244,01429,,False,False,True,False,False,True
0244,02258,,False,False,True,False,False,True
0244,02856,,False,False,True,False,False,True
0244,01072,,False,False,True,False,False,True
0244,01416,,False,False,True,False,False,True
0244,02869,,False,False,True,False,False,True
0244,00539,,False,False,True,False,False,True
0244,00506,,False,False,True,False,False,True
0244,01088,,False,False,True,False,False,True
0244,02893,,False,False,True,False,False,True
0244,00992,,False,False,True,False,False,True
0244,02090,,False,False,True,False,False,True
0244,00932,,False,False,True,False,False,True
0244,01442,,False,False,True,False,False,True
0244,00756,,False,False,False,True,False,True
0244,02465,,False,False,True,False,False,True
0244,02657,,False,False,True,False,False,True
0244,01825,,False,False,True,False,False,True
0244,00903,,False,False,True,False,False,True
0244,02802,,False,False,True,False,False,True
0244,01489,,False,False,True,False,False,True
0244,02462,,False,False,True,False,False,True
0244,01445,,False,False,True,False,False,True
0244,00904,,False,False,True,False,False,True
0244,01822,,False,False,True,False,False,True
0244,01458,,False,False,True,False,False,True
0244,01800,,False,False,True,False,False,True
0244,02216,,False,False,True,False,False,True
0244,01493,,False,False,True,False,False,True
0244,00541,,False,False,True,False,False,True
0244,02818,,False,False,True,False,False,True
0244,02672,,False,False,True,False,False,True
0244,01807,,False,False,True,False,False,True
0244,02478,,False,False,True,False,False,True
0244,02681,,False,False,True,False,False,True
0244,01004,,False,False,True,False,False,True
0244,00122,,False,False,True,False,False,True
0244,02688,,False,False,True,False,False,True
0244,01831,,False,False,True,False,False,True
0244,02816,,False,False,True,False,False,True
0244,01032,,False,False,True,False,False,True
0244,02485,,False,False,True,False,False,True
0244,01456,,False,False,True,False,False,True
0244,01690,,False,False,False,True,False,True
0244,00570,,False,False,True,False,False,True
0244,00326,,False,False,True,False,False,True
0244,02811,,False,False,True,False,False,True
0244,00548,,False,False,True,False,False,True
0244,01836,,False,False,True,False,False,True
0244,02220,,False,False,True,False,False,True
0244,00583,,False,False,False,True,False,True
0244,01095,,False,False,True,False,False,True
0244,01637,,False,False,True,False,False,True
0244,01298,,False,False,False,True,False,True
0244,00944,,False,False,True,False,False,True
0244,00178,,False,False,True,False,False,True
0244,01862,,False,False,True,False,False,True
0244,02889,,False,False,True,False,False,True
0244,00716,,False,False,True,False,False,True
0244,02425,,False,False,True,False,False,True
0244,01865,,False,False,True,False,False,True
0244,01891,,False,False,True,False,False,True
0244,00943,,False,False,True,False,False,True
0244,00729,,False,False,True,False,False,True
0244,01434,,False,False,True,False,False,True
0244,01606,,False,False,True,False,False,True
0244,02413,,False,False,True,False,False,True
0244,02621,,False,False,True,False,False,True
0244,00981,,False,False,True,False,False,True
0244,02048,,False,False,True,False,False,True
0244,02874,,False,False,False,True,False,True
0244,01601,,False,False,True,False,False,True
0244,02873,,False,False,True,False,False,True
0244,02887,,False,False,True,False,False,True
0244,00986,,False,False,True,False,False,True
0244,01068,,False,False,True,False,False,True
0244,00549,,False,False,True,False,False,True
0244,02810,,False,False,True,False,False,True
0244,02448,,False,False,True,False,False,True
0244,00582,,False,False,False,True,False,True
0244,01206,,False,False,True,False,False,True
0244,00576,,False,False,True,False,False,True
0244,00571,,False,False,True,False,False,True
0244,01665,,False,False,True,False,False,True
0244,02479,,False,False,True,False,False,True
0244,00123,,False,False,True,False,False,True
0244,00781,,False,False,False,True,False,True
0244,02680,,False,False,True,False,False,True
0244,01459,,False,False,True,False,False,True
0244,02819,,False,False,True,False,False,True
0244,00540,,False,False,True,False,False,True
0244,02673,,False,False,True,False,False,True
0244,00124,,False,False,True,False,False,True
0244,02441,,False,False,True,False,False,True
0244,01056,,False,False,True,False,False,True
0244,01600,,False,False,True,False,False,True
0244,02071,,False,False,True,False,False,True
0244,00726,,False,False,True,False,False,True
0244,01290,,False,False,True,False,False,True
0244,02886,,False,False,True,False,False,True
0244,01069,,False,False,True,False,False,True
0244,02872,,False,False,True,False,False,True
0244,00177,,False,False,True,False,False,True
0244,00721,,False,False,True,False,False,True
0244,02875,,False,False,False,True,False,True
0244,02049,,False,False,True,False,False,True
0244,01638,,False,False,True,False,False,True
0244,00717,,False,False,True,False,False,True
0244,02272,,False,False,True,False,False,True
0244,02616,,False,False,True,False,False,True
0244,01058,,False,False,True,False,False,True
0244,01864,,False,False,True,False,False,True
0244,01636,,False,False,True,False,False,True
0244,01252,,False,False,True,False,False,True
0244,01094,,False,False,True,False,False,True
0244,01863,,False,False,True,False,False,True
0244,02307,,False,False,True,False,False,True
0244,00206,,False,False,True,False,False,True
0244,02551,,False,False,True,False,False,True
0244,00034,,False,False,True,False,False,True
0244,01320,,False,False,True,False,False,True
0244,02797,,False,False,True,False,False,True
0244,01744,,False,False,True,False,False,True
0244,03013,,False,False,True,False,False,True
0244,01318,,False,False,True,False,False,True
0244,02569,,False,False,True,False,False,True
0244,00691,,False,False,False,True,False,True
0244,01743,,False,False,True,False,False,True
0244,03014,,False,False,True,False,False,True
0244,01929,,False,False,True,False,False,True
0244,00033,,False,False,True,False,False,True
0244,00201,,False,False,True,False,False,True
0244,00457,,False,False,True,False,False,True
0244,02309,,False,False,True,False,False,True
0244,02594,,False,False,True,False,False,True
0244,01311,,False,False,True,False,False,True
0244,03022,,False,False,True,False,False,True
0244,01775,,False,False,True,False,False,True
0244,01547,,False,False,True,False,False,True
0244,00495,,False,False,True,False,False,True
0244,00653,,False,False,False,True,True,False
0244,00461,,False,False,True,False,False,True
0244,00839,,False,False,True,False,False,True
0244,02752,,False,False,True,False,False,True
0244,02560,,False,False,True,False,False,True
0244,00801,,False,False,True,False,False,True
0244,02558,,False,False,True,False,False,True
0244,01927,,False,False,True,False,False,True
0244,02567,,False,False,True,False,False,True
0244,00492,,False,False,True,False,False,True
0244,02593,,False,False,True,False,False,True
0244,01316,,False,False,True,False,False,True
0244,02701,,False,False,True,False,False,True
0244,02365,,False,False,True,False,False,True
0244,02391,,False,False,True,False,False,True
0244,01514,,False,False,True,False,False,True
0244,02954,,False,False,True,False,False,True
0244,00855,,False,False,False,True,False,True
0244,01345,,False,False,True,False,False,True
0244,01513,,False,False,True,False,False,True
0244,03076,,False,False,True,False,False,True
0244,02150,,False,False,True,False,False,True
0244,01148,,False,False,True,False,False,True
0244,00852,,False,False,True,False,False,True
0244,01525,,False,False,True,False,False,True
0244,00890,,False,False,True,False,False,True
0244,01728,,False,False,True,False,False,True
0244,02505,,False,False,True,False,False,True
0244,01146,,False,False,True,False,False,True
0244,00094,,False,False,True,False,False,True
0244,02708,,False,False,True,False,False,True
0244,02559,,False,False,True,False,False,True
0244,00493,,False,False,True,False,False,True
0244,01317,,False,False,True,False,False,True
0244,02754,,False,False,True,False,False,True
0244,02102,,False,False,True,False,False,True
0244,00807,,False,False,True,False,False,True
0244,00209,,False,False,True,False,False,True
0244,02906,,False,False,True,False,False,True
0244,02308,,False,False,True,False,False,True
0244,00699,,False,False,True,False,False,True
0244,02561,,False,False,True,False,False,True
0244,02753,,False,False,True,False,False,True
0244,02595,,False,False,True,False,False,True
0244,01310,,False,False,True,False,False,True
0244,01546,,False,False,True,False,False,True
0244,00494,,False,False,True,False,False,True
0244,03023,,False,False,True,False,False,True
0244,02568,,False,False,True,False,False,True
0244,01319,,False,False,True,False,False,True
0244,00200,,False,False,True,False,False,True
0244,02557,,False,False,True,False,False,True
0244,00690,,False,False,False,True,False,True
0244,01742,,False,False,True,False,False,True
0244,02339,,False,False,True,False,False,True
0244,01321,,False,False,True,False,False,True
0244,02908,,False,False,True,False,False,True
0244,02306,,False,False,True,False,False,True
0244,01375,,False,False,False,True,False,True
0244,01381,,False,False,True,False,False,True
0244,01178,,False,False,True,False,False,True
0244,02709,,False,False,True,False,False,True
0244,01386,,False,False,True,False,False,True
0244,00630,,False,False,True,False,False,True
0244,00402,,False,False,True,False,False,True
0244,01716,,False,False,True,False,False,True
0244,00891,,False,False,False,True,False,True
0244,00434,,False,False,True,False,False,True
0244,02707,,False,False,True,False,False,True
0244,03077,,False,False,True,False,False,True
0244,00853,,False,False,True,False,False,True
0244,02952,,False,False,True,False,False,True
0244,02700,,False,False,True,False,False,True
0244,02169,,False,False,True,False,False,True
0244,02955,,False,False,True,False,False,True
0244,00477,,False,False,True,False,False,True
0244,01797,,False,False,True,False,False,True
0244,02744,,False,False,True,False,False,True
0244,01300,,False,False,True,False,False,True
0244,00828,,False,False,False,True,False,True
0244,00642,,False,False,True,False,False,True
0244,02929,,False,False,True,False,False,True
0244,02327,,False,False,True,False,False,True
0244,01931,,False,False,True,False,False,True
0244,00689,,False,False,True,False,False,True
0244,00219,,False,False,True,False,False,True
0244,00680,,False,False,True,False,False,True
0244,01594,,False,False,True,False,False,True
0244,00479,,False,False,True,False,False,True
0244,01799,,False,False,True,False,False,True
0244,02920,,False,False,True,False,False,True
0244,01593,,False,False,True,False,False,True
0244,00441,,False,False,True,False,False,True
0244,01567,,False,False,True,False,False,True
0244,02786,,False,False,True,False,False,True
0244,00826,,False,False,False,True,False,True
0244,00228,,False,False,True,False,False,True
0244,01558,,False,False,True,False,False,True
0244,02973,,False,False,True,False,False,True
0244,01391,,False,False,True,False,False,True
0244,00627,,False,False,True,False,False,True
0244,01701,,False,False,True,False,False,True
0244,01157,,False,False,True,False,False,True
0244,00875,,False,False,True,False,False,True
0244,02148,,False,False,True,False,False,True
0244,02974,,False,False,True,False,False,True
0244,01706,,False,False,True,False,False,True
0244,02183,,False,False,True,False,False,True
0244,01159,,False,False,True,False,False,True
0244,03058,,False,False,True,False,False,True
0244,00629,,False,False,True,False,False,True
0244,02942,,False,False,True,False,False,True
0244,02717,,False,False,True,False,False,True
0244,00424,,False,False,True,False,False,True
0244,02373,,False,False,True,False,False,True
0244,02374,,False,False,True,False,False,True
0244,01566,,False,False,True,False,False,True
0244,01102,,False,False,True,False,False,True
0244,02787,,False,False,True,False,False,True
0244,02919,,False,False,True,False,False,True
0244,01559,,False,False,True,False,False,True
0244,00229,,False,False,True,False,False,True
0244,01939,,False,False,True,False,False,True
0244,01798,,False,False,True,False,False,True
0244,00643,,False,False,True,False,False,True
0244,02928,,False,False,True,False,False,True
0244,01301,,False,False,True,False,False,True
0244,01568,,False,False,True,False,False,True
0244,00644,,False,False,True,False,False,True
0244,02910,,False,False,True,False,False,True
0244,00079,,False,False,True,False,False,True
0244,00845,,False,False,True,False,False,True
0244,01399,,False,False,True,False,False,True
0244,02178,,False,False,True,False,False,True
0244,02375,,False,False,True,False,False,True
0244,01158,,False,False,True,False,False,True
0244,03059,,False,False,True,False,False,True
0244,02372,,False,False,True,False,False,True
0244,00874,,False,False,True,False,False,True
0244,02149,,False,False,True,False,False,True
0244,02176,,False,False,True,False,False,True
0244,00626,,False,False,False,True,False,True
0244,01686,,False,False,True,False,False,True
0244,00754,,False,False,False,True,False,True
0244,02467,,False,False,True,False,False,True
0244,00102,,False,False,True,False,False,True
0244,02458,,False,False,False,True,False,True
0244,02800,,False,False,True,False,False,True
0244,00559,,False,False,True,False,False,True
0244,01827,,False,False,True,False,False,True
0244,01229,,False,False,True,False,False,True
0244,02494,,False,False,True,False,False,True
0244,00939,,False,False,True,False,False,True
0244,02838,,False,False,True,False,False,True
0244,02807,,False,False,True,False,False,True
0244,01015,,False,False,True,False,False,True
0244,00765,,False,False,True,False,False,True
0244,01485,,False,False,False,True,False,True
0244,02200,,False,False,True,False,False,True
0244,02456,,False,False,True,False,False,True
0244,00930,,False,False,True,False,False,True
0244,01688,,False,False,True,False,False,True
0244,02809,,False,False,True,False,False,True
0244,02862,,False,False,True,False,False,True
0244,00160,,False,False,True,False,False,True
0244,02253,,False,False,True,False,False,True
0244,00990,,False,False,True,False,False,True
0244,02092,,False,False,True,False,False,True
0244,00731,,False,False,True,False,False,True
0244,01874,,False,False,True,False,False,True
0244,02853,,False,False,True,False,False,True
0244,01289,,False,False,True,False,False,True
0244,01070,,False,False,True,False,False,True
0244,01221,,False,False,True,False,False,True
0244,00909,,False,False,True,False,False,True
0244,02808,,False,False,True,False,False,True
0244,00551,,False,False,True,False,False,True
