layout_id,scenario_id,historical_match_pct,big_fire,small_fire,fast_fire,slow_fire,per_layout_n,in_config_s2r,in_scenario_summary
0016,02315,100.0,True,False,False,True,249,True,True
0016,02316,100.0,False,True,False,True,249,True,True
0016,02361,100.0,True,False,False,True,249,True,True
0016,02393,100.0,True,False,False,True,249,True,True
0016,02395,100.0,True,False,False,True,249,True,True
0016,02428,100.0,True,False,False,True,249,True,True
0016,02429,100.0,True,False,False,True,249,True,True
0016,02465,100.0,True,False,False,True,249,True,True
0016,02466,100.0,True,False,False,True,249,True,True
0016,02467,100.0,True,False,False,True,249,True,True
0016,02468,100.0,True,False,False,True,249,True,True
0016,02475,100.0,True,False,False,True,249,True,True
0016,02476,100.0,True,False,False,True,249,True,True
0016,02477,100.0,True,False,False,True,249,True,True
0016,02478,100.0,True,False,False,True,249,True,True
0016,02513,100.0,True,False,False,True,249,True,True
0016,02514,100.0,True,False,False,True,249,True,True
0016,02515,100.0,True,False,False,True,249,True,True
0016,02529,100.0,True,False,False,True,249,True,True
0016,02530,100.0,True,False,False,True,249,True,True
0016,02532,100.0,True,False,False,True,249,True,True
0016,02533,100.0,True,False,False,True,249,True,True
0016,02555,100.0,True,False,False,True,249,True,True
0016,02558,100.0,True,False,False,True,249,True,True
0016,02563,100.0,True,False,False,True,249,True,True
0016,02612,100.0,True,False,False,True,249,True,True
0016,02613,100.0,True,False,False,True,249,True,True
0016,02614,100.0,True,False,False,True,249,True,True
0016,02628,100.0,True,False,False,True,249,True,True
0016,02630,100.0,True,False,False,True,249,True,True
0016,02637,100.0,True,False,False,True,249,True,True
0016,02641,100.0,True,False,False,True,249,True,True
0016,02663,100.0,False,True,True,False,249,True,True
0016,02721,100.0,True,False,False,True,249,True,True
0016,02722,100.0,True,False,False,True,249,True,True
0016,02726,100.0,True,False,False,True,249,True,True
0016,02733,100.0,True,False,False,True,249,True,True
0016,02734,100.0,True,False,False,True,249,True,True
0016,02735,100.0,True,False,False,True,249,True,True
0016,02741,100.0,True,False,False,True,249,True,True
0016,02774,100.0,True,False,False,True,249,True,True
0016,02775,100.0,True,False,False,True,249,True,True
0016,02781,100.0,True,False,False,True,249,True,True
0016,02789,100.0,True,False,False,True,249,True,True
0016,02833,100.0,True,False,False,True,249,True,True
0016,02834,100.0,True,False,False,True,249,True,True
0016,02836,100.0,True,False,False,True,249,True,True
0016,02857,100.0,True,False,False,True,249,True,True
0016,02858,100.0,True,False,False,True,249,True,True
0016,02859,100.0,True,False,False,True,249,True,True
0016,02931,100.0,True,False,False,True,249,True,True
0016,02933,100.0,True,False,False,True,249,True,True
0016,02949,100.0,True,False,False,True,249,True,True
0016,02973,100.0,True,False,False,True,249,True,True
0016,02974,100.0,True,False,False,True,249,True,True
0016,03037,100.0,True,False,False,True,249,True,True
0016,03068,100.0,True,False,False,True,249,True,True
0016,03069,100.0,True,False,False,True,249,True,True
0024,00047,0.0,True,False,True,False,30,True,True
0024,00238,0.0,True,False,True,False,30,True,True
0024,00641,0.0,False,True,False,True,30,True,True
0024,00705,0.0,True,False,False,True,30,True,True
0024,00889,0.0,True,False,False,True,30,True,True
0024,00891,0.0,True,False,False,True,30,True,True
0024,01326,0.0,True,False,False,True,30,True,True
0024,01682,0.0,True,False,False,True,30,True,True
0024,01683,0.0,True,False,False,True,30,True,True
0024,01684,0.0,True,False,False,True,30,True,True
0024,01685,0.0,True,False,False,True,30,True,True
0024,01687,0.0,True,False,False,True,30,True,True
0024,01689,0.0,True,False,False,True,30,True,True
0024,01691,0.0,True,False,False,True,30,True,True
0024,01692,0.0,True,False,False,True,30,True,True
0024,01693,0.0,True,False,False,True,30,True,True
0024,01694,0.0,True,False,True,False,30,True,True
0024,01696,0.0,True,False,False,True,30,True,True
0024,01782,0.0,True,False,False,True,30,True,True
0024,01784,0.0,True,False,False,True,30,True,True
0024,01787,0.0,True,False,False,True,30,True,True
0024,01788,0.0,True,False,False,True,30,True,True
0024,01921,0.0,False,True,True,False,30,True,True
0024,02006,0.0,,,,,30,False,False
0024,02079,0.0,True,False,False,True,30,True,True
0024,02145,0.0,True,False,False,True,30,True,True
0024,02193,0.0,True,False,False,True,30,True,True
0024,02534,0.0,True,False,True,False,30,True,True
0024,02535,0.0,True,False,False,True,30,True,True
0024,02611,0.0,True,False,True,False,30,True,True
0025,00279,0.0,True,False,False,True,11,True,True
0025,00432,0.0,,,,,11,False,False
0025,00532,0.0,True,False,False,True,11,True,True
0025,00595,0.0,True,False,False,True,11,True,True
0025,00650,0.0,True,False,False,True,11,True,True
0025,00701,0.0,True,False,False,True,11,True,True
0025,00777,0.0,True,False,False,True,11,True,True
0025,00891,0.0,True,False,True,False,11,True,True
0025,01020,0.0,True,False,False,True,11,True,True
0025,01035,0.0,True,False,False,True,11,True,True
0025,01199,0.0,True,False,False,True,11,True,True
0106,00010,0.0,True,False,False,True,69,True,True
0106,00011,0.0,True,False,False,True,69,True,True
0106,00012,0.0,True,False,False,True,69,True,True
0106,00056,0.0,True,False,False,True,69,True,True
0106,00057,0.0,True,False,False,True,69,True,True
0106,00061,0.0,True,False,False,True,69,True,True
0106,00063,0.0,True,False,False,True,69,True,True
0106,00203,0.0,True,False,False,True,69,True,True
0106,00204,0.0,True,False,False,True,69,True,True
0106,00278,0.0,True,False,False,True,69,True,True
0106,00280,0.0,True,False,False,True,69,True,True
0106,00347,0.0,True,False,False,True,69,True,True
0106,00349,0.0,True,False,False,True,69,True,True
0106,00362,0.0,True,False,False,True,69,True,True
0106,00363,0.0,True,False,False,True,69,True,True
0106,00436,0.0,True,False,False,True,69,True,True
0106,00438,0.0,True,False,False,True,69,True,True
0106,00463,0.0,True,False,False,True,69,True,True
0106,00464,0.0,True,False,False,True,69,True,True
0106,00467,0.0,True,False,False,True,69,True,True
0106,00554,0.0,True,False,False,True,69,True,True
0106,00555,0.0,True,False,False,True,69,True,True
0106,00623,0.0,False,True,False,True,69,True,True
0106,00624,0.0,False,True,False,True,69,True,True
0106,00667,0.0,True,False,False,True,69,True,True
0106,00668,0.0,True,False,False,True,69,True,True
0106,00811,0.0,True,False,False,True,69,True,True
0106,00812,0.0,True,False,False,True,69,True,True
0106,00819,0.0,True,False,False,True,69,True,True
0106,00820,0.0,True,False,False,True,69,True,True
0106,00888,0.0,True,False,False,True,69,True,True
0106,00890,0.0,True,False,False,True,69,True,True
0106,00891,0.0,True,False,False,True,69,True,True
0106,00892,0.0,True,False,False,True,69,True,True
0106,00956,0.0,True,False,False,True,69,True,True
0106,00957,0.0,True,False,False,True,69,True,True
0106,00958,0.0,True,False,False,True,69,True,True
0106,01075,0.0,True,False,False,True,69,True,True
0106,01077,0.0,True,False,False,True,69,True,True
0106,01159,0.0,True,False,False,True,69,True,True
0106,01161,0.0,True,False,False,True,69,True,True
0106,01177,0.0,True,False,False,True,69,True,True
0106,01178,0.0,True,False,False,True,69,True,True
0106,01224,0.0,True,False,False,True,69,True,True
0106,01225,0.0,True,False,False,True,69,True,True
0106,01287,0.0,True,False,False,True,69,True,True
0106,01288,0.0,True,False,False,True,69,True,True
0106,01364,0.0,False,True,False,True,69,True,True
0106,01365,0.0,False,True,False,True,69,True,True
0106,01393,0.0,True,False,False,True,69,True,True
0106,01395,0.0,True,False,False,True,69,True,True
0106,01468,0.0,False,True,False,True,69,True,True
0106,01489,0.0,True,False,False,True,69,True,True
0106,01490,0.0,True,False,False,True,69,True,True
0106,01510,0.0,True,False,False,True,69,True,True
0106,01512,0.0,True,False,False,True,69,True,True
0106,01770,0.0,True,False,False,True,69,True,True
0106,01772,0.0,True,False,False,True,69,True,True
0106,01888,0.0,True,False,True,False,69,True,True
0106,01907,0.0,False,True,False,True,69,True,True
0106,01908,0.0,False,True,False,True,69,True,True
0106,01966,0.0,True,False,False,True,69,True,True
0106,01967,0.0,True,False,False,True,69,True,True
0106,02055,0.0,True,False,False,True,69,True,True
0106,02057,0.0,True,False,False,True,69,True,True
0106,02070,0.0,True,False,True,False,69,True,True
0106,02071,0.0,True,False,True,False,69,True,True
0106,02163,0.0,True,False,False,True,69,True,True
0106,02165,0.0,True,False,False,True,69,True,True
0111,00013,0.0,True,False,False,True,108,True,True
0111,00014,0.0,True,False,False,True,108,True,True
0111,00015,0.0,True,False,False,True,108,True,True
0111,00340,0.0,False,True,False,True,108,True,True
0111,00341,0.0,False,True,False,True,108,True,True
0111,00342,0.0,False,True,False,True,108,True,True
0111,00412,0.0,True,False,False,True,108,True,True
0111,00413,0.0,False,True,False,True,108,True,True
0111,00471,0.0,True,False,False,True,108,True,True
0111,00473,0.0,True,False,False,True,108,True,True
0111,00765,0.0,False,True,False,True,108,True,True
0111,00766,0.0,False,True,False,True,108,True,True
0111,00802,0.0,True,False,False,True,108,True,True
0111,00803,0.0,True,False,False,True,108,True,True
0111,00829,0.0,False,True,False,True,108,True,True
0111,00830,0.0,False,True,False,True,108,True,True
0111,00876,0.0,True,False,False,True,108,True,True
0111,00877,0.0,True,False,False,True,108,True,True
0111,00878,0.0,True,False,False,True,108,True,True
0111,00909,0.0,True,False,False,True,108,True,True
0111,00910,0.0,True,False,False,True,108,True,True
0111,01030,0.0,True,False,False,True,108,True,True
0111,01031,0.0,True,False,False,True,108,True,True
0111,01041,0.0,False,True,False,True,108,True,True
0111,01042,0.0,False,True,False,True,108,True,True
0111,01098,0.0,True,False,False,True,108,True,True
0111,01099,0.0,True,False,False,True,108,True,True
0111,01123,0.0,True,False,False,True,108,True,True
0111,01124,0.0,True,False,False,True,108,True,True
0111,01126,0.0,True,False,False,True,108,True,True
0111,01127,0.0,True,False,False,True,108,True,True
0111,01153,0.0,True,False,False,True,108,True,True
0111,01154,0.0,True,False,False,True,108,True,True
0111,01233,0.0,True,False,False,True,108,True,True
0111,01235,0.0,True,False,False,True,108,True,True
0111,01284,0.0,True,False,False,True,108,True,True
0111,01286,0.0,True,False,False,True,108,True,True
0111,01308,0.0,True,False,False,True,108,True,True
0111,01309,0.0,True,False,False,True,108,True,True
0111,01525,0.0,True,False,False,True,108,True,True
0111,01526,0.0,True,False,False,True,108,True,True
0111,01617,0.0,False,True,False,True,108,True,True
0111,01619,0.0,False,True,False,True,108,True,True
0111,01710,0.0,True,False,False,True,108,True,True
0111,01712,0.0,True,False,False,True,108,True,True
0111,01722,0.0,True,False,False,True,108,True,True
0111,01724,0.0,True,False,False,True,108,True,True
0111,01728,0.0,False,True,False,True,108,True,True
0111,01730,0.0,True,False,False,True,108,True,True
0111,01755,0.0,True,False,False,True,108,True,True
0111,01756,0.0,True,False,False,True,108,True,True
0111,01945,0.0,True,False,False,True,108,True,True
0111,01946,0.0,True,False,False,True,108,True,True
0111,01968,0.0,True,False,False,True,108,True,True
0111,01969,0.0,False,True,False,True,108,True,True
0111,02058,0.0,True,False,False,True,108,True,True
0111,02059,0.0,True,False,False,True,108,True,True
0111,02157,0.0,True,False,False,True,108,True,True
0111,02159,0.0,True,False,False,True,108,True,True
0111,02181,0.0,True,False,False,True,108,True,True
0111,02183,0.0,True,False,False,True,108,True,True
0111,02268,0.0,True,False,False,True,108,True,True
0111,02270,0.0,True,False,False,True,108,True,True
0111,02295,0.0,False,True,False,True,108,True,True
0111,02296,0.0,False,True,False,True,108,True,True
0111,02408,0.0,True,False,False,True,108,True,True
0111,02410,0.0,True,False,False,True,108,True,True
0111,02466,0.0,True,False,False,True,108,True,True
0111,02467,0.0,True,False,False,True,108,True,True
0111,02480,0.0,True,False,False,True,108,True,True
0111,02481,0.0,True,False,False,True,108,True,True
0111,02505,0.0,True,False,False,True,108,True,True
0111,02506,0.0,True,False,False,True,108,True,True
0111,02540,0.0,True,False,False,True,108,True,True
0111,02542,0.0,True,False,False,True,108,True,True
0111,02640,0.0,True,False,False,True,108,True,True
0111,02641,0.0,True,False,False,True,108,True,True
0111,02660,0.0,True,False,False,True,108,True,True
0111,02662,0.0,True,False,False,True,108,True,True
0111,02663,0.0,True,False,False,True,108,True,True
0111,02664,0.0,True,False,False,True,108,True,True
0111,02870,0.0,True,False,False,True,108,True,True
0111,02871,0.0,True,False,False,True,108,True,True
0111,02877,0.0,False,True,False,True,108,True,True
0111,02878,0.0,True,False,False,True,108,True,True
0111,02885,0.0,True,False,False,True,108,True,True
0111,02886,0.0,True,False,False,True,108,True,True
0111,02972,0.0,True,False,False,True,108,True,True
0111,02991,0.0,True,False,False,True,108,True,True
0111,02992,0.0,True,False,False,True,108,True,True
0111,03054,0.0,True,False,False,True,108,True,True
0111,03055,0.0,True,False,False,True,108,True,True
0111,03088,0.0,True,False,False,True,108,True,True
0111,03111,0.0,False,True,False,True,108,True,True
0111,03112,0.0,True,False,False,True,108,True,True
0111,03182,0.0,True,False,False,True,108,True,True
0111,03184,0.0,True,False,False,True,108,True,True
0111,03275,0.0,True,False,False,True,108,True,True
0111,03277,0.0,True,False,False,True,108,True,True
0111,03297,0.0,True,False,False,True,108,True,True
0111,03298,0.0,True,False,False,True,108,True,True
0111,03338,0.0,False,True,False,True,108,True,True
0111,03339,0.0,False,True,False,True,108,True,True
0111,03340,0.0,False,True,False,True,108,True,True
0111,03342,0.0,True,False,False,True,108,True,True
0111,03343,0.0,True,False,False,True,108,True,True
0111,03567,0.0,False,True,False,True,108,True,True
0111,03568,0.0,False,True,False,True,108,True,True
0264,00356,,,,,,1,True,False
0265,01500,,,,,,1,True,False
0319,04119,,,,,,1,True,False
0320,00682,,,,,,1,True,False
0321,01452,,,,,,1,True,False
0323,00195,,,,,,1,True,False
0337,01635,,,,,,1,True,False
